CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
H-300-13099-728722,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,J Paul Brown,"1776 County Road 319, Ignacio, CO 81137 (Physical Address)","PO Box 178, Ignacio, CO 81137 (Mailing Address)",Ignacio,CO,81137,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,60,750,Month,Ignacio,CO,Association - Filing as Agent (H-2A Only)
H-300-13099-848130,2014-01-02,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Rocking R Ranch/Creston Black,"775 N Hwy 22, Antimony, UT 84712 (Physical Address)","PO Box 120002, Antimony, UT 84712 (Mailing Address)",Antimony,UT,84712,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Antimony,UT,Association - Filing as Agent (H-2A Only)
H-300-13099-907472,2013-12-18,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,BRB Livestock Inc/Brian Bitner,"9000 South 140 West #12, Sandy, UT 84070 (Physical Address)","9000 South 140 West #12, Sandy, UT 84070 (Mailing Address)",Sandy,UT,84070,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",7,60,750,Month,Sandy,UT,Association - Filing as Agent (H-2A Only)
H-300-13099-916653,2014-02-18,H-2A,2013-12-03,DETERMINATION ISSUED - DENIED,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Caldwell Ranch/Jared Caldwell,"2844 Kelly Toponce, Bancroft, ID 83217 (Physical Address)","2844 Kelly Toponce, Bancroft, ID 83217 (Mailing Address)",Bancroft,ID,83217,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0,60,875,Month,Bancroft,ID,Association - Filing as Agent (H-2A Only)
H-300-13100-279183,2013-12-20,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,ESTILL RANCHES/JOHN B & LANI L ESTILL,"123175 Highway 447 (CA/NV Stateline), Gerlach, NV 89412 (Physical","PO Box 320, Gerlach, NV 89412 (Mailing Address)",Gerlach,NV,89412,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6,60,800,Month,Gerlach,NV,Association - Filing as Agent (H-2A Only)
H-300-13100-308514,2013-12-27,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,John Etchart,"1972 County Road 36, Meeker, CO 81641 (Physical Address)","PO Box 804, Meeker, CO 81641 (Mailing Address)",Meeker,CO,81641,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,60,875,Month,Meeker,CO,Association - Filing as Agent (H-2A Only)
H-300-13100-324821,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,D & R Livestock/Clifford De Tar,"1245 Hillview Dr, Dixon, CA 95620 (Physical Address)","1245 Hillview Dr, Dixon, CA 95620 (Mailing Address)",Dixon,CA,95620,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6,60,1422.52,Month,Dixon,CA,Association - Filing as Agent (H-2A Only)
H-300-13100-597448,2013-12-27,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-10-31,2014-02-01,2014-10-31,Rafter Lazy C Ranch/Cecil Garland,"Callao 225, Wendover, UT 84083 (Physical Address)","Callao 225, Wendover, UT 84083 (Mailing Address)",Wendover,UT,84083,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Wendover,UT,Association - Filing as Agent (H-2A Only)
H-300-13100-853887,2013-12-17,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,LRH Inc/Leon Earle,"13199 CR 17, Craig, CO 81625 (Physical Address)","531 4th Avenue West, Craig, CO 81625 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,60,875,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
H-300-13100-962311,2014-01-27,H-2A,2013-12-31,DETERMINATION ISSUED - CERTIFICATION,2014-03-01,2014-12-31,2014-03-01,2014-12-31,Jude L. Gallegos,"21729 US Hwy 285, LaJara, CO 81140 (Physical Address)","21729 US Hwy 285, LaJara, CO 81140 (Mailing Address)",LaJara,CO,81140,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,LaJara,CO,Association - Filing as Agent (H-2A Only)
H-300-13101-007109,2014-01-07,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Moon Livestock/Russell & Carolyn Moon,"537 E Main 50 N, Duchesne, UT 84021 (Physical Address)","PO Box 171, Duchesne, UT 84021 (Mailing Address)",Duchesne,UT,84021,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Duchesne,UT,Association - Filing as Agent (H-2A Only)
H-300-13101-010711,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Glyn Hutto Livestock/Glyn W. Hutto,"2466 CR 412, Eldorado, TX 76936 (Physical Address)","PO Box 1195, Eldorado, TX 76936 (Mailing Address)",Eldorado,TX,76936,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,750,Month,Eldorado,TX,Association - Filing as Agent (H-2A Only)
H-300-13101-024872,2013-11-19,H-2A,2013-11-04,DETERMINATION ISSUED - CERTIFICATION,2014-01-01,2014-12-31,2014-01-01,2014-12-31,Mickel Brothers Sheep Co. LLC,"1750 S. Main, Spring City, UT 84662 (Physical Address)","PO Box 211, Spring City, UT 84662 (Mailing Address)",Spring City,UT,84662,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6,60,750,Month,Spring City,UT,Association - Filing as Agent (H-2A Only)
H-300-13101-172037,2013-12-30,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Sorenson Enterprises LLC DBA Bench Creek Ranch/Wade Klingler,"6440 S. Wasatch Blvd Suite 105, Salt Lake City, UT 84121 (Physical","6440 S. Wasatch Blvd Suite 105, Salt Lake City, UT 84121 (Mailing",Salt Lake City,UT,84121,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Salt Lake City,UT,Association - Filing as Agent (H-2A Only)
H-300-13101-185789,2014-01-09,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Annabella Land & Cattle Co. LLC/Randy Lawyer,"50 Mustang Lane, Annabella, UT 84711 (Physical Address)","PO Box 897, Annabella, UT 84711 (Mailing Address)",Annabella,UT,84711,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Annabella,UT,Association - Filing as Agent (H-2A Only)
H-300-13101-198737,2013-12-27,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Mark Joyce Ranch/Mark & Wendy Joyce,"2925 Beulah Rd, Juntura, OR 97911 (Physical Address)","2925 Beulah Rd, Juntura, OR 97911 (Mailing Address)",Juntura,OR,97911,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Juntura,OR,Association - Filing as Agent (H-2A Only)
H-300-13101-251413,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-10-31,2014-02-01,2014-10-31,Bar-O-Bar LLC/Remy Labrouche,"826 Wood Rd, Bancroft, ID 83217 (Physical Address)","826 Wood Road, Bancroft, ID 83217 (Mailing Address)",Bancroft,ID,83217,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Bancroft,ID,Association - Filing as Agent (H-2A Only)
H-300-13101-255430,2013-12-17,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Mountain Valley Livestock Inc/Bob and Judy Hageman,"278 Hwy 59, Douglas, WY 82633 (Physical Address)","PO Box 600, Douglas, WY 82633 (Mailing Address)",Douglas,WY,82633,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,60,750,Month,Douglas,WY,Association - Filing as Agent (H-2A Only)
H-300-13101-266428,2014-01-02,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Robbins Moore Family Partnership LP/John P. Moore,"RM 2023 at OFP Rd, Fort Stockton, TX 79735 (Physical Address)","PO Drawer 74, Fort Stockton, TX 79735 (Mailing Address)",Fort Stockton,TX,79735,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Fort Stockton,TX,Association - Filing as Agent (H-2A Only)
H-300-13101-382538,2013-12-23,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,McMillan Services LLC/Micheal J & Ann McMillan,"3955 W Old Hwy Rd, Morgan, UT 84050 (Physical Address)","3955 W Old Hwy Rd, Morgan, UT 84050 (Mailing Address)",Morgan,UT,84050,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Morgan,UT,Association - Filing as Agent (H-2A Only)
H-300-13101-422747,2014-01-09,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Brantly R. Hatch,"3023 Chesterfield Rd, Bancroft, ID 83217 (Physical Address)","3023 Chesterfield Rd, Bancroft, ID 83217 (Mailing Address)",Bancroft,ID,83217,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Bancroft,ID,Association - Filing as Agent (H-2A Only)
H-300-13101-557872,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,"INDA RANCH/JUAN, DONNA AND DOMINIC INDA","59625 Lucres Dr, Montrose, CO 81403 (Physical Address)","59625 Lucres Dr, Montrose, CO 81403 (Mailing Address)",Montrose,CO,81403,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,60,750,Month,Montrose,CO,Association - Filing as Agent (H-2A Only)
H-300-13101-650550,2013-12-18,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,David Hulet Livestock/David and Lori Hulet,"237 E. Main, Summit, UT 84772 (Physical Address)","PO Box 15, Summit, UT 84772 (Mailing Address)",Summit,UT,84772,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,750,Month,Summit,UT,Association - Filing as Agent (H-2A Only)
H-300-13101-896569,2013-12-30,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Harral Livestock Co/Dillard A. Harral,"881 FM 2023, Fort Stockton, TX 79735 (Physical Address)","PO Box 869, Fort Stockton, TX 79735 (Mailing Address)",Fort Stockton,TX,79735,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Fort Stockton,TX,Association - Filing as Agent (H-2A Only)
H-300-13105-066250,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Nelson Bros/Paul W. Nelson,"3736 North Minersvill Rd, Cedar City, UT 84721 (Physical Address)","3736 North Minersville Rd, Cedar City, UT 84721 (Mailing Address)",Cedar City,UT,84721,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,750,Month,Cedar City,UT,Association - Filing as Agent (H-2A Only)
H-300-13105-095990,2013-12-27,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,OTTER CREEK GRAZING ASSOCIATION,"1171 Hwy 434, Tensleep, WY 82442 (Physical Address)","PO Box 45, Tensleep, WY 82442 (Mailing Address)",Tensleep,WY,82442,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Tensleep,WY,Association - Filing as Agent (H-2A Only)
H-300-13105-539978,2013-12-13,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Lloyd Nielson Livestock/Lloyd J. Nielson,"1365 Airport Rd, Worland, WY 82401 (Physical Address)","1365 Airport Rd, Worland, WY 82401 (Mailing Address)",Worland,WY,82401,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Worland,WY,Association - Filing as Agent (H-2A Only)
H-300-13105-679835,2014-01-02,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Harvey Ranch/Rick Myers,"22990 RCR 54, Steamboat Spings, CO 80487 (Physical Address)","22990 RCR 54, Steamboat Springs, CO 80487 (Mailing Address)",Steamboat Springs,CO,80487,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Staemboat Springs,CO,Association - Filing as Agent (H-2A Only)
H-300-13106-267590,2013-12-27,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,WILLIAM GARY ROSE,"784 Lower String Rd, Park Valley, UT 84329 (Physical Address)","PO Box 784, Park Valley, UT 84329 (Mailing Address)",Park Valley,UT,84329,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Park Valley,UT,Association - Filing as Agent (H-2A Only)
H-300-13106-534480,2013-12-27,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,CROSS MOUNTAIN RANCH,"1280 Industrial Ave, Craig, CO 81625 (Physical Address)","PO Box 897, Craig, CO 81626 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,60,875,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
H-300-13106-595829,2014-01-07,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,DIAMOND PEAK CATTLE CO. LLC/JOHN RAFTOPOULOS,"2991 Pineridge Dr., Craig, CO 81625(Physical Address)","2991 Pineridge Dr., Craig, CO 81625 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",17,60,875,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
H-300-13106-613715,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,OSTRUM LIVESTOCK/MERRILL OSTRUM,"2994 Hwy 78, Absarokee, MT 59001 (Physical Address)","PO Box 100, Fishtail, MT 59028 (Mailing Address)",Absarokee,MT,59001,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Absarokee,MT,Association - Filing as Agent (H-2A Only)
H-300-13106-660314,2013-12-17,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Rogers Ranch/David & Ronda Rogers,"381 N. 200W, Rupert, ID 83350 (Physical Address)","381 N. 200W, Rupert, ID 83350 (Mailing Address)",Rupert,ID,83350,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,750,Month,Rupert,ID,Association - Filing as Agent (H-2A Only)
H-300-13106-677224,2013-12-02,H-2A,2013-11-04,DETERMINATION ISSUED - CERTIFICATION,2014-01-01,2014-10-31,2014-01-01,2014-10-31,"L Richins & Sons, LLC/Gene Richins","1165 West 10875 South, South Jordan, UT 84095 (Physical Address)","1165 West 10875 South, South Jordan, UT 84095 (Mailing Address)",South Jordan,UT,84095,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,South Jordan,UT,Association - Filing as Agent (H-2A Only)
H-300-13106-831636,2013-12-19,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Smith Rancho Land & Livestock/Brad Smith,"578 Barclay St, Craig, CO 81625 (Physical Address)","PO Box 215, Craig, CO 81626 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",12,60,750,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
H-300-13106-876840,2013-12-17,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Savery Creek Thoroughbred Ranch/Albert C. Saer Jr.,"9 miles North of Savery, Savery, WY 82332 (Physical Address)","PO Box 236, Savery, WY 82332 (Mailing Address)",Savery,WY,82332,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,750,Month,Savery,WY,Association - Filing as Agent (H-2A Only)
H-300-13107-037235,2013-12-11,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Pete Stamatakis,"1111 South 450 West, Price, UT 84501 (Physical Address)","1111 South 450 West, Price, UT 84501 (Mailing Address)",Price,UT,84501,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",8,60,750,Month,Price,UT,Association - Filing as Agent (H-2A Only)
H-300-13107-172425,2014-01-28,H-2A,2013-12-31,DETERMINATION ISSUED - CERTIFICATION,2014-03-01,2015-02-28,2014-03-01,2015-02-28,Allred Land & Livestock/Phillip Allred,"700 South 250 West, Fountain Green, UT 84632 (Physical Address)","PO Box 96, Fountain Green, UT 84632 (Mailing Address)",Fountain Green,UT,84632,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",17,60,750,Month,Frountain Green,UT,Association - Filing as Agent (H-2A Only)
H-300-13107-282831,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-02-01,2014-06-15,2014-02-01,2014-06-15,Wilde Shearing/Edric L. Wilde,"456 Austin Rd., Carey, ID 83320 (Physical Address)","456 Austin Rd, Carey, ID 83320 (Mailing Address)",Carey,ID,83320,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Wool Grader,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,48,0.17,Select Pay Range,Carey,ID,H-2A Labor Contractor or Job Contractor
H-300-13107-476720,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-02-01,2014-06-15,2014-02-01,2014-06-15,Wilde Shearing/Edric L. Wilde,"456 Austin Rd., Carey, ID 83320 (Physical Address)","456 Austin Rd, Carey, ID 83320 (Mailing Address)",Carey,ID,83320,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheep Shearer,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5,48,1.5,Select Pay Range,Carey,ID,H-2A Labor Contractor or Job Contractor
H-300-13107-543824,2013-12-30,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Southern Nevada Water Authority,"HC 10 Box 10853, Ely, NV 89301 (Physical Address)","HC 10 Box 10853, Ely, NV 89301 (Mailing Address)",Ely,NV,89301,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6,60,875,Month,Ely,NV,Association - Filing as Agent (H-2A Only)
H-300-13107-623656,2013-12-17,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Tuttle Land & Livestock/Halbert Tuttle,"425 Riverview Ave, Craig, CO 81625 (Physical Address)","PO Box 1046, Craig, CO 81626 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,60,750,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
H-300-13107-645468,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,Whinnery Ranch/Helen E. Whinnery,"2557 Hwy 149, Powderhorn, CO 81243 (Physical Address)","2557 Hwy 149, Powderhorn, CO 81243 (Mailing Address)",Powderhorn,CO,81243,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,60,875,Month,Powderhorn,CO,Association - Filing as Agent (H-2A Only)
H-300-13107-778048,2013-12-31,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2015-01-31,2014-02-01,2015-01-31,Stephensen Sheep Co/Kory A. Stephensen,"566 W 300 S, Fountain Green, UT 84632 (Physical Address)","PO Box 194, Fountain Green, UT 84632 (Mailing Address)",Fountian Green,UT,84632,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4,60,750,Month,Fountain Green,UT,Association - Filing as Agent (H-2A Only)
H-300-13107-885624,2014-01-14,H-2A,2013-12-03,DETERMINATION ISSUED - CERTIFICATION,2014-02-01,2014-11-30,2014-02-01,2014-11-30,CEDAR VALLEY FARMS/JAMES SMITH,"18523 Coolidge St, Cedar Valley, UT 84013 (Physical Address)","18523 Coolidge St, Cedar Valley, UT 84013 (Mailing Address)",Cedar Valley,UT,84013,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,60,875,Month,Cedar Valley,UT,Association - Filing as Agent (H-2A Only)
